Id	Label	Texts	Ann_0	Ann_1	Ann_2	Ann_3
32	NEG	Christopher Plummer looks winded as Van Helsing in the modern-day--not just a descendant of Van Helsing but the real thing; he keeps himself going with leeches obtained from Count Dracula's corpse, which is exhumed from its coffin after being stolen from Van Helsing's vault and flown to New Orleans.	2	3	3	3
32	NEG	This is just what New Orleans needs in the 21st Century!	3			
32	NEG	The film, well-produced but without a single original idea (except for multi-racial victims), is both repulsive and lazy, and after about an hour starts repeating itself.		2	1	2
32	NEG	* from ****				
32	NEG					
32	NEG					
32	NEG					
32	NEG					
32	NEG					
32	NEG					
32	NEG					
32	NEG					
32	NEG					
32	NEG					
33	POS	This is a straight-to-video movie, so it should go without saying that it's not going to rival the first Lion King, but that said, this was downright good.				
33	POS	My kids loved this, but that's a given, they love anything that's a cartoon.	1		1	
33	POS	"The big shock was that *I* liked it too, it was laugh out loud funny at some parts (even the fart jokes*), had lots of rather creative tie-ins with the first movie, and even some jokes that you had to be older to understand (but without being risquÃ© like in Shrek [""do you think he's compensating for something?""])."	2	1	3	1
33	POS	A special note on the fart jokes, I was surprised to find that none of the jokes were just toilet noises (in fact there were almost no noises/imagery at all, the references were actually rather subtle), they actually had a setup/punchline/etc, and were almost in good taste.				
33	POS	I'd like my kids to think that there's more to humor than going to the bathroom, and this movie is fine in those regards.	3			
33	POS	Hmm what else?				
33	POS	The music was so-so, not nearly as creative as in the first or second movie, but plenty of fun for the kids.				
33	POS	No painfully corny moments, which was a blessing for me.				
33	POS	A little action but nothing too scary (the Secret of NIMH gave my kids nightmares, not sure a G rating was appropriate for that one...) All in all I'd say this is a great movie for kids of any age, one that's 100% safe to let them watch (I try not to be overly sensitive but I've had to jump up and turn off the TV during a few movies that were less kid-appropriate than expected) - but you're safe to leave the room during this one.		2		2
33	POS	I'd say stick around anyway though, you might find that you enjoy it too :)		3	2	3
33	POS					
33	POS					
33	POS					
33	POS					
33	POS					
34	NEG	Sure, this one isn't really a blockbuster, nor does it target such a position.		1	2	1
34	NEG	"""Dieter"" is the first name of a quite popular German musician, who is either loved or hated for his kind of acting and thats exactly what this movie is about."				
34	NEG	"It is based on the autobiography ""Dieter Bohlen"" wrote a few years ago but isn't meant to be accurate on that."				
34	NEG	"The movie is filled with some sexual offensive content (at least for American standard) which is either amusing (not for the other ""actors"" of course) or dumb - it depends on your individual kind of humor or on you being a ""Bohlen""-Fan or not."	1	2	1	2
34	NEG	Technically speaking there isn't much to criticize.	2			
34	NEG	Speaking of me I find this movie to be an OK-movie.	3	3		3
34	NEG					
34	NEG					
34	NEG					
34	NEG					
34	NEG					
34	NEG					
34	NEG					
34	NEG					
34	NEG					
35	POS	This movie is good for what it is, and unpretentious; I wouldn't watch it twice, however: I am a Peter Cushing completist and that's why I watched it.	1			
35	POS	The best asset of this movie is: BREVITY and EFFECTIVENESS.	2	1	1	1
35	POS	Compared to other similar movies, it does NOT drag its feet forever as each of the four (plus one) segments lasts under 30 minutes, with the last under 10.				
35	POS	Good uncanny vibes.		2	2	2
35	POS	In the first segment, horror writer suffering from 'writer's block' relocates to secluded old house seeking inspiration.				
35	POS	He finds even too much of it when he starts to visualize one of his fictional madmen.				
35	POS	Plot contrivance similar to PREMATURE BURIAL.				
35	POS	Good use of the point-of-view twist: is the writer getting mentally ill...or (as the ending shows) his trophy wife wants her lover to play along with the husband's phobias to drive him mad & secure his estates...yet will the scheming bimbo survive to enjoy the fruit of her ingenious plan?			3	
35	POS	In the second segment two long time lost friends get together in the same secluded old house but cannot seem to help visiting a bizarre horror museum featuring the wax statue of the long lost love of their youth, which had once separated them.				
35	POS	From the Gothic museum keeper they learn the woman portrayed is a deceased ax wielding murderer...or was she?				
35	POS	The third segment was the less interesting to me.				
35	POS	The fourth shows a horror movies actor -who thinks he's the best of all- sunken to the depths of low budget C movies.				
35	POS	Seeking a costume to lend more credibility to his fictional vampire, he gets the real deal.				
35	POS	This segment also lacks the solidity of the first two.				
35	POS	Acting is fair, with the 2 initial segments contributing the bulk of it.	3	3		3
36	NEG	The director Sidney J. Furie has created in Hollow Point a post-modern absurdist masterpiece that challenges and constantly surprises the audience.	1			
36	NEG	Sidney J. Furie dares to ask the question of what happens to the tired conventional traditionalist paradigms of 'plot' and 'characterisation' when you remove the crutches of 'motivation' and 'reason'.		3		3
36	NEG	The result leads me to say that my opinion of him could not possibly get any higher.	3			
36	NEG	One and a half stars.		1	1	1
36	NEG	P.S.				
36	NEG	Nothing in this movie makes any sense, the law enforcement agents are flat out unlikeable and the organised criminals are full on insane.	2	2	2	2
36	NEG					
36	NEG					
36	NEG					
36	NEG					
36	NEG					
36	NEG					
36	NEG					
36	NEG					
36	NEG					
37	POS	Lisa Baumer (Ida Galli) is the adulteress wife of a big businessman who inherits $1million life insurance when her husband is killed in a plane crash while on a business tripÂ….initially she is suspected of being responsible as her husbands will had recently been changed and so she has an insurance investigator Peter Lynch (George Hilton)and an Interpol agent on her tail just to be sure.	3			
37	POS	Baumer travels to Athens, Greece to cash in her inheritance, but insists on having it in cash...a dangerous turn of events.		3		3
37	POS	Lynch who's identity is now known to Baumer tries to protect her against a lover of her husband Lara Florakis who nevertheless along with her henchman Sharif tries to kill them both for a share of the money that she deems she is entitled to.				
37	POS	And this is where our Masked killer starts his/her brutal killings.				
37	POS	Lynch as is customary with our hero is at first suspected by the Greek Police and is warned not to leave Athens by Police Inspector Stavros(Luigi Pistilli a familiar face in Giallo and Spaghettis).				
37	POS	Lynch is then aided by the gorgeous ClÃ©o Dupont (Anita Strindberg) a local journalist who helps him investigate the killings.To say any more could ruin the film for anyone who has not seen it, so suffice to say there are enough red herrings and most of them plausible to keep Mystery/Thriller fans happy in this story driven Giallo.The No Shame DVD has a superb transfer with both English and Italian soundtrack.	2	1	2	1
37	POS	It also has a very catchy score just for good measure by Bruno Nicolai that will stay in your head for a while....all in all a first rate Giallo.	1	2	1	2
37	POS					
37	POS					
37	POS					
37	POS					
37	POS					
37	POS					
37	POS					
37	POS					
38	NEG	So what's the big fuss out of making an INDIANA JONES wannabe when you have an actor who's cast as a fictional dude from adventure storybooks who doesn't want to go out on an adventure???	1	2	2	2
38	NEG	Whoever wrote the script for JAKE SPEED was probably fired, but for whatever reasons possible, this movie greatly lacks in excitement!	2	1	1	1
38	NEG	That doesn't mean it has no action, but look on the dark side of the picture.				
38	NEG	This has got to bare no resemblance to INDIANA JONES or other action-adventure thrills containing cliffhangers and narrow escapes, and JAKE SPEED was promoted that way using clever propaganda to make me and several others interested in it!	3	3	3	3
38	NEG	Besides, I've never heard of the guy, so who needs his attention?				
38	NEG					
38	NEG					
38	NEG					
38	NEG					
38	NEG					
38	NEG					
38	NEG					
38	NEG					
38	NEG					
38	NEG					
39	POS	Let me make one thing clearÂ….for the most part, the mentality of those who run the show in Hollywood frankly p*sses me right off in general and even more specifically in relation to its treatment of much loved, iconic characters from the pages of comic books.			1	
39	POS	Why?				
39	POS	Well let's take a typical Hollywood executive board meeting scenario to illustrate shall weÂ….. Executive no.1 'Hey there's lots of dollars to be gleaned from superhero flicks these days.'	2			
39	POS	Executive no.2 'Good point, let's make one with haste then!	3			
39	POS	Â– We'll do a lucky dip in a hat and pick out a superhero at random to base a film upon!'				
39	POS	(The dip takes place and a famous superheroes name is pulled out)  Executive no.1 'Great!				
39	POS	Now who can we get to play the part?'				
39	POS	Executive no.2 'Who's a big box office star at the moment?'				
39	POS	Executive no.1 '*name of big actor* is the in thing this week.'		3		3
39	POS	Executive no.2 'But does he really suit the role?				
39	POS	I mean he doesn't resemble the character whatsoever.'				
39	POS	Executive no.1 'Who cares?!				
39	POS	He's a big name; We'll make the film with him in it anyway.'		2		2
39	POS	Executive no.2 'You're quite right!				
39	POS	And besides we'll fill the entire film so chock full of glitzy special effects to appease the moronic masses that no one will ever question it anyway!'	1	1		1
40	NEG	One of the weaker Carry On adventures sees Sid James as the head of a crime gang stealing contraceptive pills.	1		1	
40	NEG	The fourth of the series to be hospital-based, it's possibly the least of the genre.				
40	NEG	There's a curiously flat feel throughout, with all seemingly squandered on below-par material.		1		1
40	NEG	This is far from the late-70s nadir, but Williams, James, Bresslaw, Maynard et al.				
40	NEG	are all class performers yet not given the backing of a script equal to their ability.	2			
40	NEG	Most of the gags are onrunning, rather than episodic as Carry Ons usually are.			2	
40	NEG	So that instead of the traditional hit and miss ratio, if you don't find the joke funny in the first place you're stuck with it for most of the film.		2		2
40	NEG	These continuous plot strands include Williams Â– for no good reason Â– worrying that he's changing sex, and Kenneth Cope in drag.	3			
40	NEG	Like the stagy physical pratt falls, the whole thing feels more contrived than in other movies, and lacking in cast interest.				
40	NEG	Continuing this theme, Matron lacks the customary pun and innuendo format, largely opting for characterisation and consequence to provide the humour.			3	
40	NEG	In fact, the somewhat puerile series of laboured misunderstandings and forced circumstance reminds one more of Terry and June ... so it's appropriate that Terry Scott is present, mugging futilely throughout.		3		3
40	NEG	"Some dialogue exchanges have a bit of the old magic, such as this between Scott and Cope: ""What about a little drink?"""				
40	NEG	"""Oh, no, no, I never touch it."""				
40	NEG	"""Oh."				
40	NEG	"Cigarette then?"""				
41	POS	I have no idea what people are complaining about.		3		3
41	POS	I saw this movie yesterday and I really liked it.	1	1	2	1
41	POS	Stone once again delivered a great character.	2	2	3	2
41	POS	She was just as good as she was in the first Basic Instinct.	3			
41	POS	She still has those smart but tricky answers.				
41	POS	Although Sharon may be 48 years old... she looks amazing!				
41	POS	I don't care if she's as fake as a Barbie.				
41	POS	She looks good and that's that.				
41	POS	Basic Instinct 2 gives you everything you want from the first.				
41	POS	Sex, violence, and a great ending that will leave you thinking and talking about it for hours!			1	
41	POS	Half the people commenting on this movie haven't even saw it.				
41	POS	So don't listen to them.				
41	POS					
41	POS					
41	POS					
42	NEG	So I had heard from a few people that this film had brought them to tears in the theater.				
42	NEG	As I watched it for the first time I was expecting another romantic, tear-jerking Barbra Streisand film; Something like The Way We Were.				
42	NEG	I was certainly wrong.				
42	NEG	The chemistry between the two main characters, Esther Hoffman and her John Howard, was nonexistent, making it impossible to get attached to the characters.		1	3	1
42	NEG	There wasn't anything romantic about it.				
42	NEG	Streisand's character fell for an alcoholic drug addict who couldn't sing a single note without making me want to hit the fast-forward button.		2		2
42	NEG	At one point her character finds her husband in bed with another woman and she forgives him about five minutes later.				
42	NEG	There's nothing romantic about a deadbeat rock star and a woman who can't seem to realize it until he actually dies.				
42	NEG	Parts of the movie seemed to drag on and on, and I kept asking myself when it was going to end.	2	3		3
42	NEG	The death of John Howard was completely predictable.	3			
42	NEG	There was totally obvious foreshadowing of his reckless behavior early on in the movie, and when he died I felt no emotion whatsoever.			2	
42	NEG	It wasn't a tragic accident, it was him basically being an idiot.				
42	NEG	Not to mention throughout the movie I was distracted by his hideous beard.				
42	NEG	The only parts of this movie worth seeing are the Streisand songs.				
42	NEG	"The ending of the movie when she sings ""With One More Look At You/Watch Closely Now"" was my reason for giving this film a whopping 3/10."	1		1	
43	POS	I agree that Capital City should be on DVD.				
43	POS	I watched this show only by accident in 1994 and fell in love with Rolf Saxon as Hudson Talbot.	1	1	1	1
43	POS	It was nice to see Americans who work abroad in London in the financial industry for a change.			2	
43	POS	I loved Rolf in this role and loved every other role that he has been in.		2		3
43	POS	I can't believe the show only lasted 13 episodes.				
43	POS	I liked William Armstrong as Hudson's flamboyant charming friend in the series.				
43	POS	When they aired this show in the New York City area, it was always late at night or at off times.				
43	POS	The show is less than an hour long.				
43	POS	I felt this show should have gone on longer but the casting changes in the second season really made the show a little less interesting.				
43	POS	I didn't care for Sylvia but missed the actress, Julia Phillips-Lane in the previous season.				
43	POS	I felt this show took chances and often it worked.		3		2
43	POS	It showed Americans who loved and chose to live in London.				
43	POS	The American characters were not arrogant or tried to outdo their British counterparts.				
43	POS	I also liked the fact that they had tried to internationalize the cast rather than make them all British.	3			
43	POS	I liked watching Julia Ormond in an early role.	2		3	
44	NEG	"What ""Noise"" fails to do is get us to understand its character."		2	2	2
44	NEG	Tim Robbins plays an obsessive New Yorker who can't deal with the obtrusive noises of the city any longer, particularly car alarms.				
44	NEG	"It's an odd idea for a film, which has about as much creative credibility as ""Death Wish."""	2			
44	NEG	"It is clever at points; particularly a scene in which our hero is trying to read through Hagel, ""I'm too stupid to be understanding this."""				
44	NEG	He reads and rereads a paragraph in confusion, we read it and don't get it either.Just then a car alarm goes off.	3			
44	NEG	Throughout the movie is constant interference of alarms and city noises.				
44	NEG	Though, all in all it does little to help us understand our hero, who allows this all to ruin his marriage and gets distracted with side plots instead of digging deeper-into his persona.				
44	NEG	The film-making itself is too oblivious to notice its own sound problems, shoddy editing, and visible boom mikes.		1	3	1
44	NEG	"No, ""Noise"" isn't all-bad."				
44	NEG	William Hurt is at least colorful.				
44	NEG	At least the ending doesn't fall flat.				
44	NEG	Overall it drives home a logistical point, one you haven't probably thought of.				
44	NEG	At least I hadn't.				
44	NEG	Though all in all, ninety minutes long, it couldn't have ended sooner.		3		3
44	NEG	The story dragged on and seemed to be lost as soon as it started.	1		1	
45	POS	Even though The Shining is over a quarter of a century old, I challenge anyone to not get freaked out by Jack Nicholson's descent into madness.	2			
45	POS	This is a rare example of something so unique that no one has been able to rip it off; instead it has been referenced time and again in pop culture.		1	1	1
45	POS	"The twins, the elevator of blood, RedRum, the crazy nonsense ""writing""... this should be seen, if for nothing else, to understand all the allusions to it in daily life."				
45	POS	The film is simultaneously scary, suspenseful, beautiful, and psychologically intriguing.		2	2	3
45	POS	It has the classic mystery of Hitchcock and the terror of a modern thriller.	3		3	
45	POS	And it has what horror movies usually lack: a great script.	1	3		2
45	POS					
45	POS					
45	POS					
45	POS					
45	POS					
45	POS					
45	POS					
45	POS					
45	POS					
46	NEG	No ,I'm not kidding.				
46	NEG	If they ever propose a movie idea, they should be kicked out of the studio.	1			
46	NEG	I'm serious.				
46	NEG	Their movies are exactly the same in every one, and they only consist of traveling to foreign locations, having a problem which they easily resolve, hoping to be popular, and getting new boyfriends.		3		3
46	NEG	Think about it.				
46	NEG	If you have ever seen a movie starring them with a different plot, contact me and tell me its name.				
46	NEG	"These ""movies"" are poor excuses to be on TV and go to other countries."	2	2	2	2
46	NEG	There is a reason that the movies never go to theaters.			3	
46	NEG	I'm sure that when they were really young and made some O.K.				
46	NEG	movies, some studio boss bought all their rights for 15 years, or something, so that now that they're, what, 17, they can make movies in other countries whenever they want using the studio's money.				
46	NEG	Let me advise you, STAY AWAY FROM MARY-KATE AND ASHLEY!	3	1	1	1
46	NEG	IT'S FOR YOUR OWN GOOD!				
46	NEG					
46	NEG					
46	NEG					
47	POS	This review is for the extended cut of this movie.				
47	POS	I first watched Dragon Lord when I bought it on DVD many years ago.				
47	POS	I always liked this movie and you can read some of the more positive reviews of it to get the general idea.	1	1	1	1
47	POS	That being said.				
47	POS	I've always found the storyline a bit confusing.				
47	POS	The movie is, after all, a love story.				
47	POS	And it always seemed strange to me that a love story should end with a 20 minute fight scene.				
47	POS	Well, in the extended version this is no longer so.				
47	POS	"The old ""original"" version begins off with a huge barrel-climb/rugby-like sequence which is the new ending sequence in the extended version."				
47	POS	The opening sequence is Dragon(Jackie Chan) hanging around his house and pretending to be training and reciting whenever his father is around.	3			
47	POS	Other sequenced have also been shift or prolonged in the extended cut and the story makes a lot more sense when you watch it.			2	
47	POS	The pacing is also better and overall it just works better.	2	2		3
47	POS	It feels more like a love story and doesn't leave you asking questions about why it ends so drastically and dramatically as the regular version does.		3	3	2
47	POS	I suggest everyone who is a Hong-Kong cinema, or just plain Jackie Chan fanatic to get a hold of the extended version and watch the movie the way it was originally intended.				
47	POS	(Or at least that's how I think it was intended.				
48	NEG	Luise Rainer received an Oscar for her performance in The Good Earth.				
48	NEG	Unfortunately, her role required no.	2			
48	NEG	She did not say much and looked pale throughout the film.	1		1	
48	NEG	Luise's character was a slave then given away to marriage to Paul Muni's character (he did a fantastic job for his performance).				
48	NEG	Set in ancient Asia, both actors were not Asian, but were very convincing in their roles.				
48	NEG	I hope that Paul Muni received an Oscar for his performance, because that is what Luise must have gotten her Oscar for.				
48	NEG	She must have been a breakthrough actress, one of the first to method act.				
48	NEG	This seems like something that Hollywood does often.				
48	NEG	Al Pacino has played an Italian and Cuban.				
48	NEG	I felt Luise's performance to be lackluster throughout, and when she died, she did not change in expression from any previous scenes.	3	2		2
48	NEG	She stayed the same throughout the film; she only changed her expression or emotion maybe twice.		1	2	1
48	NEG	If her brilliant acting was so subtle, I suppose I did not see it.		3	3	3
48	NEG					
48	NEG					
48	NEG					
49	POS	"""The sweet is never as sweet without the sour."""				
49	POS	This quote was essentially the theme for the movie in my opinion.				
49	POS	Tom Cruise plays a young man who was handed everything in his life.				
49	POS	He takes things for granted and it comes around full swing in this great movie with a superb twist.		3		3
49	POS	This film will keep you engaged in the plot and unable to pause it to take a bathroom break.		1	2	1
49	POS	Its a movie that really makes you step back and look at your life and how you live it.				
49	POS	You cannot really appreciate the better things in life (the sweet), like love, until you have experienced the bad (the sour).				
49	POS	"The theme will really get you to ""open your eyes""."	3			
49	POS	Only complaint is that the movie gets very twisted at points and is hard to really understand.				
49	POS	I think the end is perfect though.	1	2	3	2
49	POS	I recommend you watch it and see for yourself.	2		1	
49	POS					
49	POS					
49	POS					
49	POS					
